lemma	bin_tag	mim_tag	freq	rank	ind	manual_en	pre_kw	kw	post_kw	ipa_sd	full_cat	full_cat_en	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce
kynhneigð	kvk	nv	364	3437	127872	sexuality	Hjónaband ætti ekki að snúast um	kynhneigð	, heldur kærleika.	cʰɪnn̥eiɣð	Nafnorð	Noun	f.	4K									kynhneigð	kynhneigð	kynhneigðar															kynhneigð.mp3
orkuveita	kvk	nv	364	3437	158048	power company, energy provider	Síðastliðinn föstudag fékk	Orkuveitan	loks grænt ljós frá bankanum.	ɔr̥kʏveita	Nafnorð	Noun	f.	4K									orkuveitu	orkuveitu	orkuveitu	orkuveitur	orkuveitur	orkuveitum	orkuveitna											orkuveita.mp3
ritari	kk	nk	364	3437	8272	secretary		Ritari	landsdóms undirritar svarbréf til fréttastofu.	rɪːtarɪ	Nafnorð	Noun	m.	4K									ritara	ritara	ritara	ritarar	ritara	riturum	ritara											ritari.mp3
skorinn	lo	l	364	3437	165185	cut	Dekk á þremur bílum voru	skorin	og rúða brotin í einum.	skɔːrɪn	Lýsingarorð	Adjective	adj.	4K																					skorinn  --  skorin -- skorið					skorinn.mp3
snöggt	ao	a	364	3437	400717	quickly, fast	Í kvikmyndaleikstjórn þarf að taka allar ákvarðanir	snöggt	og örugglega.	stnœxt	Atviksorð	Adverb	adv.	4K																								sneggra	sneggst	snöggt.mp3
umræðuefni	hk	nh	364	3437	25051	topic	Evrópumálin eru án efa búin að vera	umræðuefni	á kaffistofum landsins.	ʏmraiðʏɛpnɪ	Nafnorð	Noun	n.	4K									umræðuefni	umræðuefni	umræðuefnis	umræðuefni	umræðuefni	umræðuefnum	umræðuefna											umræðuefni.mp3
æði	hk	nh	363	3444	4198	frenzy; fantastic	Þetta er búið að vera algjört	æði	.	aiːðɪ	Nafnorð	Noun	n.	4K									æði	æði	æðis															æði.mp3
forgangur	kk	nk	363	3444	94925	priority	Það verði sett í	forgang	á næstu mánuðum.	fɔrkauŋkʏr	Nafnorð	Noun	m.	4K									forgang	forgangi	forgangs	forgangar	forganga	forgöngum	forganga											forgangur.mp3
gítar	kk	nk	363	3444	5432	guitar	Hann segir lítið mál að læra á	gítar	.	ciːtar	Nafnorð	Noun	m.	4K									gítar	gítar	gítars	gítarar	gítara	gítörum	gítara											gítar.mp3
heilsufar	hk	nh	363	3444	26611	health	Þá voru langflestir einnig ánægðir með	heilsufar	sitt.	heilsʏfar	Nafnorð	Noun	n.	4K									heilsufar	heilsufari	heilsufars															heilsufar.mp3
húsbóndi	kk	nk	363	3444	114894	master of the house	Tekjur	húsbóndans	hafa líka minnkað vegna ástandsins.	huːspountɪ	Nafnorð	Noun	m.	4K									húsbónda	húsbónda	húsbónda	húsbændur	húsbændur	húsbændum	húsbænda											húsbóndi.mp3
persónuleiki	kk	nk	363	3444	115044	personality	Björgvin útskýrir að	persónuleikinn	hafi gjörbreyst eftir heilablóðfallið.	pʰɛr̥sounʏleicɪ	Nafnorð	Noun	m.	4K									persónuleika	persónuleika	persónuleika	persónuleikar	persónuleika	persónuleikum	persónuleika											persónuleiki.mp3
slagur	kk	nk	363	3444	6814	fight, brawl		Slagurinn	við verðbólguna er eilífðarverkefni.	stlaːɣʏr	Nafnorð	Noun	m.	4K									slag	slag	slags	slagir	slagi	slögum	slaga											slagur.mp3
brosandi	lo	l	362	3451	390135	smiling	Heimamenn mæta því	brosandi	á Þjóðhátíð í ár.	prɔːsantɪ	Lýsingarorð	Adjective	adj.	4K																					brosandi  --  brosandi -- brosandi					brosandi.mp3
hrun	hk	nh	362	3451	488620	crash	Þrátt fyrir það varð	hrun	á mörkuðum vestan hafs.	r̥ʏːn	Nafnorð	Noun	n.	4K									hrun	hruni	hruns	hrun	hrun	hrunum	hruna											hrun.mp3
lamb	hk	nh	362	3451	2212	lamb	Hún hefur því borið þrettán	lömbum	á þremur árum.	lamp	Nafnorð	Noun	n.	4K									lamb	lambi	lambs	lömb	lömb	lömbum	lamba											lamb.mp3
miðlun	kvk	nv	362	3451	12997	dissemination, communication		Miðlun	gerði könnunina fyrir Morgunblaðið.	mɪðlʏn	Nafnorð	Noun	f.	4K									miðlun	miðlun	miðlunar	miðlanir	miðlanir	miðlunum	miðlana											miðlun.mp3
réttarstaða	kvk	nv	362	3451	486263	legal status	Sjóðurinn skoði nú	réttarstöðu	sína vegna málsins.	rjɛhtar̥staða	Nafnorð	Noun	f.	4K									réttarstöðu	réttarstöðu	réttarstöðu															réttarstaða.mp3
slasa	so	s	362	3451	463917	injure	Engin	slasaðist	í þessum umferðaróhöppum samkvæmt upplýsingum frá lögreglu.	stlaːsa	Sagnorð	Verb	v.	4K	slasa	slasar	slasar	slasaði	slasaðir	slasaði	slasað																			slasa.mp3
verkefnisstjóri	kk	nk	362	3451	112548	project manager		Verkefnisstjóri	hátíðarinnar segir að markmiðið sé að kynna íslenska hönnun.	vɛr̥kɛpnɪstjourɪ	Nafnorð	Noun	m.	4K									verkefnisstjóra	verkefnisstjóra	verkefnisstjóra	verkefnisstjórar	verkefnisstjóra	verkefnisstjórum	verkefnisstjóra											verkefnisstjóri.mp3
dagsetja	so	s	361	3458	476700	date	Upptakan var ekki	dagsett	.	taxsɛtja	Sagnorð	Verb	v.	4K	dagset	dagsetur	dagsetur	dagsetti	dagsettir	dagsetti	dagsett																			dagsetja.mp3
framtak	hk	nh	361	3458	473492	enterprise, initiative	Og maður er auðvitað afskaplega glaður með þetta ótrúlega	framtak	þitt.	framtʰak	Nafnorð	Noun	n.	4K									framtak	framtaki	framtaks															framtak.mp3
fyrirhuga	so	s	361	3458	420265	plan, propose		Fyrirhugað	er að breytingin taki gildi um mitt ár 2018.	fɪːrɪr̥hʏɣa	Sagnorð	Verb	v.	4K	fyrirhuga	fyrirhugar	fyrirhugar	fyrirhugaði	fyrirhugaðir	fyrirhugaði	fyrirhugað																			fyrirhuga.mp3
jurt	kvk	nv	361	3458	10481	plant, herb	Vísindamenn kanna nú áhrif fjölda íslenskra	jurta	.	jʏr̥t	Nafnorð	Noun	f.	4K									jurt	jurt	jurtar	jurtir	jurtir	jurtum	jurta											jurt.mp3
málsástæða	kvk	nv	361	3458	469489	cause of action	Í þessu máli er byggt á tveimur	málsástæðum	.	maulsaustaiða	Nafnorð	Noun	f.	4K									málsástæðu	málsástæðu	málsástæðu	málsástæður	málsástæður	málsástæðum	málsástæðna											málsástæða.mp3
starfrækja	so	s	361	3458	435382	operate, manage	Fiskvinnslan verður áfram	starfrækt	í Hafnarfirði og kappkostað að verja störf.	starvraica	Sagnorð	Verb	v.	4K	starfræki	starfrækir	starfrækir	starfrækti	starfræktir	starfrækti	starfrækt																			starfrækja.mp3
vinnustofa	kvk	nv	361	3458	144707	studio, workshop		Vinnustofan	er í bílskúrnum.	vɪnʏstɔva	Nafnorð	Noun	f.	4K									vinnustofu	vinnustofu	vinnustofu	vinnustofur	vinnustofur	vinnustofum	vinnustofa											vinnustofa.mp3
arfur	kk	nk	360	3465.5	6334	inheritance	Ekki er vitað hvort hún hafi gert tilkall til	arfsins	.	arvʏr	Nafnorð	Noun	m.	4K									arf	arfi	arfs															arfur.mp3
hóta	so	s	360	3465.5	420915	threaten	Hann	hótaði	lögreglumönnum einnig ítrekað.	houːta	Sagnorð	Verb	v.	4K	hóta	hótar	hótar	hótaði	hótaðir	hótaði	hótað																			hóta.mp3
innkaup	hk	nh	360	3465.5	467658	shopping, purchase	Auk þess eru þeir dýrari í	innkaupum	en bensínbílar.	ɪnkʰœip	Nafnorð	Noun	n.	4K												innkaup	innkaup	innkaupum	innkaupa											innkaup.mp3
kolvetni	hk	nh	360	3465.5	71222	carbohydrate	Ég borða prótein og	kolvetni	og fitu í hverri einustu máltið.	kʰɔlvɛhtnɪ	Nafnorð	Noun	n.	4K									kolvetni	kolvetni	kolvetnis	kolvetni	kolvetni	kolvetnum	kolvetna											kolvetni.mp3
nítjándi	rt	l	360	3465.5	403851	nineteenth	Ísland er í	nítjánda	sæti.	niːtjauntɪ	Töluorð	Numeral	num.	4K																nítjándu -- nítjándu -- nítjándu	nítjándi  --  nítjánda -- nítjánda									nítjándi.mp3
ofarlega	ao	a	360	3465.5	497582	high up	Athygli vekur að enginn núverandi bæjarfulltrúa flokksins er	ofarlega	á listanum.	ɔːvarlɛɣa	Atviksorð	Adverb	adv.	4K								ofarlega																		ofarlega.mp3
sextán	to	t	360	3465.5	495431	sixteen	En keppendur eru allt frá fjögurra ára til	sextán	ára.	sɛkstaun	Töluorð	Numeral	num.	4K								sextán																		sextán.mp3
sjónvarpsþáttur	kk	nk	360	3465.5	85609	TV show	Þá er lónið vinsælt svið fyrir	sjónvarpsþætti	og auglýsingar.	sjounvar̥psθauhtʏr	Nafnorð	Noun	m.	4K									sjónvarpsþátt	sjónvarpsþætti	sjónvarpsþáttar	sjónvarpsþættir	sjónvarpsþætti	sjónvarpsþáttum	sjónvarpsþátta											sjónvarpsþáttur.mp3
klappa	so	s	359	3473.5	421353	clap	Það var	klappað	hressilega fyrir öllum frambjóðendunum og ræðum þeirra.	kʰlahpa	Sagnorð	Verb	v.	4K	klappa	klappar	klappar	klappaði	klappaðir	klappaði	klappað																			klappa.mp3
lærdómur	kk	nk	359	3473.5	430930	learning, lesson	Þá sé mikilvægt að draga	lærdóm	af málinu.	lairtoumʏr	Nafnorð	Noun	m.	4K									lærdóm	lærdómi	lærdóms	lærdómar	lærdóma	lærdómum	lærdóma											lærdómur.mp3
nærvera	kvk	nv	359	3473.5	147787	presence	Hún segist finna mikið fyrir	nærveru	hennar á hverjum einasta degi.	nairvɛra	Nafnorð	Noun	f.	4K									nærveru	nærveru	nærveru															nærvera.mp3
norðanverður	lo	l	359	3473.5	413375	north side	Áfram er viðbúnaðarstig vegna snjóflóðahættu á	norðanverðum	Vestfjörðum almennt.	nɔrðanvɛrðʏr	Lýsingarorð	Adjective	adj.	4K																					norðanverður  --  norðanverð -- norðanvert					norðanverður.mp3
skilvirkur	lo	l	359	3473.5	181099	efficient	Öll vinna verði	skilvirkari	.	scɪlvɪr̥kʏr	Lýsingarorð	Adjective	adj.	4K																					skilvirkur  --  skilvirk -- skilvirkt	skilvirkari -- skilvirkari -- skilvirkara	skilvirkastur -- skilvirkust -- skilvirkast			skilvirkur.mp3
skrifstofustjóri	kk	nk	359	3473.5	112497	office manager		Skrifstofustjóri	Þjóðskrár baðst undan viðtali um málið í gær.	skrɪfstɔvʏstjourɪ	Nafnorð	Noun	m.	4K									skrifstofustjóra	skrifstofustjóra	skrifstofustjóra	skrifstofustjórar	skrifstofustjóra	skrifstofustjórum	skrifstofustjóra											skrifstofustjóri.mp3
veifa	so	s	359	3473.5	424194	wave	Ekki liggur fyrir hvort að honum var	veifað	í átökunum.	veiːva	Sagnorð	Verb	v.	4K	veifa	veifar	veifar	veifaði	veifaðir	veifaði	veifað																			veifa.mp3
yfirsýn	kvk	nv	359	3473.5	125752	overview	Ómögulegt virðist því að fá	yfirsýn	yfir umfang vandamálsins.	ɪːvɪr̥sin	Nafnorð	Noun	f.	4K									yfirsýn	yfirsýn	yfirsýnar															yfirsýn.mp3
skírteini	hk	nh	358	3478	3213	license	Þetta má leysa með útgáfu	skírteinis	á grundvelli lögheimilisskráningar.	scir̥teinɪ	Nafnorð	Noun	n.	4K									skírteini	skírteini	skírteinis	skírteini	skírteini	skírteinum	skírteina											skírteini.mp3
at	hk	nh	357	3482	449	fight, battle		Atið	var sýnt í beinni útsendingu í sjónvarpi.	aːt	Nafnorð	Noun	n.	4K									at	ati	ats	öt	öt	ötum	ata											at.mp3
kraftmikill	lo	l	357	3482	171592	powerful	Gosið virðist álíka	kraftmikið	og það var orðið síðdegis í gær.	kʰraftmɪcɪtl̥	Lýsingarorð	Adjective	adj.	4K																					kraftmikill  --  kraftmikil -- kraftmikið	kraftmeiri -- kraftmeiri -- kraftmeira	kraftmestur -- kraftmest -- kraftmest			kraftmikill.mp3
samfélagslegur	lo	l	357	3482	391712	communal; sociological	Það skapi stórt	samfélagslegt	og pólitískt vandamál.	samfjɛlaxstlɛɣʏr	Lýsingarorð	Adjective	adj.	4K																					samfélagslegur  --  samfélagsleg -- samfélagslegt	samfélagslegri -- samfélagslegri -- samfélagslegra	samfélagslegastur -- samfélagslegust -- samfélagslegast			samfélagslegur.mp3
sjálfstraust	hk	nh	357	3482	475834	self-confidence; assurance	Tuttugu prósent viðmælenda höfðu ekki gott	sjálfstraust	að eigin mati.	sjaulfstʰrœist	Nafnorð	Noun	n.	4K									sjálfstraust	sjálfstrausti	sjálfstrausts															sjálfstraust.mp3
slakur	lo	l	357	3482	409107	relaxed; weak	Hagvaxtarhorfur eru þó nokkuð	slakari	fyrir næstu tvö ár.	stlaːkʏr	Lýsingarorð	Adjective	adj.	4K																					slakur  --  slök -- slakt	slakari -- slakari -- slakara	slakastur -- slökust -- slakast			slakur.mp3
snúningur	kk	nk	357	3482	6654	rotation, conversion	Annar	snúningur	verður svo tekinn með sumrinu.	stnuːniŋkʏr	Nafnorð	Noun	m.	4K									snúning	snúningi	snúnings	snúningar	snúninga	snúningum	snúninga											snúningur.mp3
streita	kvk	nv	357	3482	15405	stress	Hann segir óskiljanlegt að fyrirtækið haldi kröfunni til	streitu	.	streiːta	Nafnorð	Noun	f.	4K									streitu	streitu	streitu															streita.mp3
fjármálafyrirtæki	hk	nh	356	3489.5	29993	financial company	Það felur í sér hertar reglur um starfsemi	fjármálafyrirtækja	.	fjaurmaulafɪrɪr̥tʰaicɪ	Nafnorð	Noun	n.	4K									fjármálafyrirtæki	fjármálafyrirtæki	fjármálafyrirtækis	fjármálafyrirtæki	fjármálafyrirtæki	fjármálafyrirtækjum	fjármálafyrirtækja											fjármálafyrirtæki.mp3
fyrirliggjandi	lo	l	356	3489.5	170534	available, on hand	Fólk hefur einnig áhyggjur af því hvort	fyrirliggjandi	upplýsingar séu marktækar.	fɪːrɪrlɪcantɪ	Lýsingarorð	Adjective	adj.	4K																					fyrirliggjandi  --  fyrirliggjandi -- fyrirliggjandi					fyrirliggjandi.mp3
fyrradagur	kk	nk	356	3489.5	403709	the day before yesterday	Sjávarútvegsráðuneytið stöðvaði loks veiðarnar í	fyrradag	.	fɪrataɣʏr	Nafnorð	Noun	m.	4K									fyrradag	fyrradegi	fyrradags															fyrradagur.mp3
lengja	so	s	356	3489.5	435025	lengthen, extend	Biðlistar munu því	lengjast	mikið og starfsemi skerðast.	leiɲca	Sagnorð	Verb	v.	4K	lengi	lengir	lengir	lengdi	lengdir	lengdi	lengt																			lengja.mp3
spyrjandi	ao	a	356	3489.5	495766	questioner, interviewer	Í fyrsta lagi eru menn mjög leitandi og	spyrjandi	.	spɪrjantɪ	Atviksorð	Adverb	adv.	4K								spyrjandi																		spyrjandi.mp3
stolinn	lo	l	356	3489.5	391949	stolen		Stolinn	bíll stóð fyrir utan.	stɔːlɪn	Lýsingarorð	Adjective	adj.	4K																					stolinn  --  stolin -- stolið					stolinn.mp3
uppfylltur	lo	l	356	3489.5	176620	fulfilled	Fyrirtæki og einstaklingar geta orðið styrktaraðilar sjóðsins að	uppfylltum	ákveðnum skilyrðum.	ʏhpfɪl̥tʏr	Lýsingarorð	Adjective	adj.	4K																					uppfylltur  --  uppfyllt -- uppfyllt					uppfylltur.mp3
þyrla	kvk	nv	356	3489.5	16445	helicopter	Þá var hann fluttur á sjúkrahús með	þyrlu	.	θɪrtla	Nafnorð	Noun	f.	4K									þyrlu	þyrlu	þyrlu	þyrlur	þyrlur	þyrlum	þyrlna											þyrla.mp3
brekka	kvk	nv	355	3496	458100	slope	Lögregla og björgunarsveitarmenn sóttu hann í	brekkuna	og fluttu á sjúkrahúsið.	prɛhka	Nafnorð	Noun	f.	4K									brekku	brekku	brekku	brekkur	brekkur	brekkum	brekkna											brekka.mp3
klósett	hk	nh	355	3496	2011	toilet	Ég var á leiðinni á	klósettið	.	kʰlouːsɛht	Nafnorð	Noun	n.	4K									klósett	klósetti	klósetts	klósett	klósett	klósettum	klósetta											klósett.mp3
nálægð	kvk	nv	355	3496	128154	nearness; proximity, presence		Nálægð	skjálftanna við Húsavík veldur vísindamönnum nokkrum áhyggjum.	nauːlaiɣð	Nafnorð	Noun	f.	4K									nálægð	nálægð	nálægðar															nálægð.mp3
spá	kvk	nv	355	3496	12292	forecast	Ég vil hins vegar alls ekkert	spá	því að krónan veikist.	spauː	Nafnorð	Noun	f.	4K									spá	spá	spár	spár	spár	spám	spáa											spá.mp3
tíðum	ao	a	355	3496	495801	often	Þeir hittu hann	tíðum	á kaffihúsi sem þeir sóttu.	tʰiːðʏm	Atviksorð	Adverb	adv.	4K								tíðum																		tíðum.mp3
óljóst	ao	a	354	3500	402601	unclear		Óljóst	hvenær hægt er að koma rafmagni á bæi.	ouːljoust	Atviksorð	Adverb	adv.	4K																								óljósar	óljósast	óljóst.mp3
rökstyðja	so	s	354	3500	488192	justify, reason	Dómari hefur	rökstutt	sína niðurstöðu mjög vel , ítarlega.	rœːkstɪðja	Sagnorð	Verb	v.	4K	rökstyð	rökstyður	rökstyður	rökstuddi	rökstuddir	rökstuddi	rökstutt																			rökstyðja.mp3
skólaganga	kvk	nv	354	3500	458945	schooling, school attendance	Um 4 þúsund börn eru að hefja sína	skólagöngu	þessa vikuna.	skouːlakauŋka	Nafnorð	Noun	f.	4K									skólagöngu	skólagöngu	skólagöngu															skólaganga.mp3
löglegur	lo	l	353	3503	391164	legal	Samkvæmt gildandi reglum er	löglegt	að auglýsa þjónustuna með þessum hætti.	lœɣlɛɣʏr	Lýsingarorð	Adjective	adj.	4K																					löglegur  --  lögleg -- löglegt	löglegri -- löglegri -- löglegra	löglegastur -- löglegust -- löglegast			löglegur.mp3
sagnfræði	kvk	nv	353	3503	130515	history	Þetta segir doktor í	sagnfræði	.	sakn̥fraiðɪ	Nafnorð	Noun	f.	4K									sagnfræði	sagnfræði	sagnfræði															sagnfræði.mp3
vottorð	hk	nh	353	3503	429169	certificate	Hann neitaði henni um	vottorðið	þar sem hún væri fullfrísk.	vɔhtɔrð	Nafnorð	Noun	n.	4K									vottorð	vottorði	vottorðs	vottorð	vottorð	vottorðum	vottorða											vottorð.mp3
anddyri	hk	nh	352	3507	24057	lobby	Afhendingin fer fram í	anddyri	ráðhúss Reykjavíkur nú í hádeginu.	antɪrɪ	Nafnorð	Noun	n.	4K									anddyri	anddyri	anddyris	anddyri	anddyri	anddyrum	anddyra											anddyri.mp3
heiður	lo	l	352	3507	477342	honor	Vonandi verður	heiður	himinn svo við getum séð hann.	heiːðʏr	Lýsingarorð	Adjective	adj.	4K																					heiður  --  heið	heiðari -- heiðari -- heiðara	heiðastur -- heiðust -- heiðast			heiður.mp3
markaðsmál	hk	nh	352	3507	49084	marketing	Stórar pantanir berast og hann hefur engar áhyggjur af	markaðsmálum	.	mar̥kaðsmaul	Nafnorð	Noun	n.	4K									markaðsmál	markaðsmáli	markaðsmáls	markaðsmál	markaðsmál	markaðsmálum	markaðsmála											markaðsmál.mp3
ritstjórn	kvk	nv	352	3507	120311	editing; editorial board	Unnið er að því að skipa nýja	ritstjórn	.	rɪːtstjourtn̥	Nafnorð	Noun	f.	4K									ritstjórn	ritstjórn	ritstjórnar	ritstjórnir	ritstjórnir	ritstjórnum	ritstjórna											ritstjórn.mp3
sturta	kvk	nv	352	3507	16009	shower	Hann meiddist á hæl þegar hann rann í	sturtu	.	stʏr̥ta	Nafnorð	Noun	f.	4K									sturtu	sturtu	sturtu	sturtur	sturtur	sturtum	sturta											sturta.mp3
gufa	kvk	nv	351	3511	14042	steam	Vatn í formi	gufu	og íss hefur fundist á tunglinu.	kʏːva	Nafnorð	Noun	f.	4K									gufu	gufu	gufu	gufur	gufur	gufum	gufa											gufa.mp3
innbyrðis	ao	a	351	3511	496081	internally	Það veltur til dæmis á nánum fjárhagslegum tengslum þeirra	innbyrðis	.	ɪnpɪrðɪs	Atviksorð	Adverb	adv.	4K								innbyrðis																		innbyrðis.mp3
rómverskur	lo	l	351	3511	392919	Roman	Erfitt hefur verið , að nota	rómversku	tölurnar til reiknings.	roumvɛr̥skʏr	Lýsingarorð	Adjective	adj.	4K																					rómverskur  --  rómversk -- rómverskt	rómverskari -- rómverskari -- rómverskara	rómverskastur -- rómverskust -- rómverskast			rómverskur.mp3
aðferðafræði	kvk	nv	350	3517.5	130276	methodology	Það sé	aðferðafræði	stéttskiptingar og hægrimennsku.	aðfɛrðafraiðɪ	Nafnorð	Noun	f.	4K									aðferðafræði	aðferðafræði	aðferðafræði															aðferðafræði.mp3
eignarhluti	kk	nk	350	3517.5	107277	holdings, share	Bankasýslu ríkisins er ætlað að fara með	eignarhluti	ríkisins í fjármálafyrirtækjum.	eiknar̥l̥ʏtɪ	Nafnorð	Noun	m.	4K									eignarhluta	eignarhluta	eignarhluta	eignarhlutar	eignarhluta	eignarhlutum	eignarhluta											eignarhluti.mp3
farsæll	lo	l	350	3517.5	171334	successful	Hún hafi verið	farsæl	í störfum og njóti vinsælda meðal bæjarbúa.	far̥saitl̥	Lýsingarorð	Adjective	adj.	4K																					farsæll  --  farsæl -- farsælt	farsælli -- farsælli -- farsælla	farsælastur -- farsælust -- farsælast			farsæll.mp3
hræðsla	kvk	nv	350	3517.5	459770	fear	Farþegar æptu af	hræðslu	.	r̥aiðstla	Nafnorð	Noun	f.	4K									hræðslu	hræðslu	hræðslu															hræðsla.mp3
jarðskjálfti	kk	nk	350	3517.5	111599	earthquake	Nokkrir snarpir	jarðskjálftar	mældust í Bárðarbungu undir kvöld í gær.	jarðscaul̥tɪ	Nafnorð	Noun	m.	4K									jarðskjálfta	jarðskjálfta	jarðskjálfta	jarðskjálftar	jarðskjálfta	jarðskjálftum	jarðskjálfta											jarðskjálfti.mp3
leka	so	s	350	3517.5	466768	drip, leak	Í því tilfelli	láku	upplýsingar um skilnaðarmál viðkomandi og eiginkonu hans.	lɛːka	Sagnorð	Verb	v.	4K	lek	lekur	lekur	lak	lakst	lak	lekið																			leka.mp3
náttúruvernd	kvk	nv	350	3517.5	127560	nature conservation	Loks varar hann við fyrirhuguðum breytingum á lögum um	náttúruvernd	.	nauhturʏvɛrnt	Nafnorð	Noun	f.	4K									náttúruvernd	náttúruvernd	náttúruverndar															náttúruvernd.mp3
